date,paper_id,paper_category,paper_number,presentation_start_utc,presentation_end_utc,start_time_utc,start_time_display,end_time_utc,end_time_display,timezone,title,url,data_link_type,calendar_url,authors_all,authors_presenting,authors_not_presenting,track_names,keywords_list,registration_categories_list,representative_image,session_id,session_start_utc,session_end_utc,session_event_type_id,session_event_type,session_room_id,session_type_display,session_title,session_start_time_display,session_end_time_display,session_timezone,session_room,authors_json,tracks_json,session_chairs,session_track_ids,session_tracks,session_keywords_list,session_registration_categories_list
2026-07-22,papers_1717,Conference Paper,1717,2026-07-22T21:10:00Z,2026-07-22T21:20:00Z,2026-07-22T21:10:00Z,2:10pm,2026-07-22T21:20:00Z,2:20pm,PDT,Pixel Cube: Diffusion-based Portrait Video Relighting Through Realistic Lighting Reproduction,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1717&sess=sess145,full-program_all.program.presentations.papers_1717.presentation,https://s2026.conference-schedule.org/wp-content/plugins/linklings_wp_program/get_cal.php?id=sess145--papers_1717,Yufan Zhang; Yu Ji; Ayo Ajiboye; Rundi Wu; Yu Guo; Changxi Zheng; Jinwei Ye,Yufan Zhang,Yu Ji; Ayo Ajiboye; Rundi Wu; Yu Guo; Changxi Zheng; Jinwei Ye,Generative AI; Full Conference Supporter; Full Conference,Generative AI,Full Conference Supporter Full Conference,Full%20Schedule%20-%20SIGGRAPH%202026%20Conference%20Schedule_files/i2ADfPPSiGAUhEGg_gj9f.jpg,sess145,2026-07-22T21:00:00Z,2026-07-22T22:30:00Z,sstype132,Technical Papers,room104,Technical Paper,Technical Paper Film/VFX Production,2:00pm,3:30pm,PDT,Room 408 B,"[{""name"": ""Yufan Zhang"", ""uid"": ""732404"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=732404"", ""presenting"": true}, {""name"": ""Yu Ji"", ""uid"": ""832404"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=832404"", ""presenting"": false}, {""name"": ""Ayo Ajiboye"", ""uid"": ""654214"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=654214"", ""presenting"": false}, {""name"": ""Rundi Wu"", ""uid"": ""333273"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=333273"", ""presenting"": false}, {""name"": ""Yu Guo"", ""uid"": ""991243"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=991243"", ""presenting"": false}, {""name"": ""Changxi Zheng"", ""uid"": ""577143"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=577143"", ""presenting"": false}, {""name"": ""Jinwei Ye"", ""uid"": ""218473"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=218473"", ""presenting"": false}]","[{""id"": ""ptrack370"", ""name"": ""Generative AI""}, {""id"": ""ptrack570"", ""name"": ""Full Conference Supporter""}, {""id"": ""ptrack561"", ""name"": ""Full Conference""}]",Or Patashnik,ptrack561; ptrack370; ptrack573; ptrack570; ptrack349; ptrack586,Full Conference; Generative AI; Artificial Intelligence/Machine Learning; Full Conference Supporter; Research & Education; Lighting,Artificial Intelligence/Machine Learning Generative AI Lighting,Full Conference Supporter Full Conference
2026-07-22,papers_678,Conference Paper,678,2026-07-22T21:10:00Z,2026-07-22T21:20:00Z,2026-07-22T21:10:00Z,2:10pm,2026-07-22T21:20:00Z,2:20pm,PDT,SharpNet: Enhancing MLPs to Represent Functions with Controlled Non-differentiability,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_678&sess=sess184,full-program_all.program.presentations.papers_678.presentation,https://s2026.conference-schedule.org/wp-content/plugins/linklings_wp_program/get_cal.php?id=sess184--papers_678,Hanting Niu; Junkai Deng; Fei Hou; Wencheng Wang; Ying He,Hanting Niu,Junkai Deng; Fei Hou; Wencheng Wang; Ying He,Full Conference Supporter; Full Conference,,Full Conference Supporter Full Conference,Full%20Schedule%20-%20SIGGRAPH%202026%20Conference%20Schedule_files/xAFLfWMErc57qXp8_gj9f.jpg,sess184,2026-07-22T21:00:00Z,2026-07-22T22:30:00Z,sstype132,Technical Papers,room102,Technical Paper,Technical Paper Differentiable Geometry Processing & Flow Maps,2:00pm,3:30pm,PDT,Room 403 B,"[{""name"": ""Hanting Niu"", ""uid"": ""129304"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=129304"", ""presenting"": true}, {""name"": ""Junkai Deng"", ""uid"": ""598304"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=598304"", ""presenting"": false}, {""name"": ""Fei Hou"", ""uid"": ""472843"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=472843"", ""presenting"": false}, {""name"": ""Wencheng Wang"", ""uid"": ""918143"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=918143"", ""presenting"": false}, {""name"": ""Ying He"", ""uid"": ""069243"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=069243"", ""presenting"": false}]","[{""id"": ""ptrack570"", ""name"": ""Full Conference Supporter""}, {""id"": ""ptrack561"", ""name"": ""Full Conference""}]",Nicholas Sharp,ptrack581; ptrack561; ptrack570; ptrack380; ptrack349; ptrack573,Geometry; Full Conference; Full Conference Supporter; Modeling; Research & Education; Artificial Intelligence/Machine Learning,Artificial Intelligence/Machine Learning Geometry Modeling,Full Conference Supporter Full Conference
2026-07-22,papers_955,Conference Paper,955,2026-07-22T21:10:00Z,2026-07-22T21:20:00Z,2026-07-22T21:10:00Z,2:10pm,2026-07-22T21:20:00Z,2:20pm,PDT,4D Human-Scene Reconstruction from Low-Overlap Captures,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_955&sess=sess111,full-program_all.program.presentations.papers_955.presentation,https://s2026.conference-schedule.org/wp-content/plugins/linklings_wp_program/get_cal.php?id=sess111--papers_955,Minhyuk Hwang; Sangmin Kim; Seunguk Do; Daneul Kim; Jaesik Park,Minhyuk Hwang,Sangmin Kim; Seunguk Do; Daneul Kim; Jaesik Park,Modeling; Full Conference Supporter; Full Conference,Modeling,Full Conference Supporter Full Conference,Full%20Schedule%20-%20SIGGRAPH%202026%20Conference%20Schedule_files/oXTR8ykMEBZcq6nd_gj9f.jpg,sess111,2026-07-22T21:00:00Z,2026-07-22T22:30:00Z,sstype132,Technical Papers,room101,Technical Paper,Technical Paper 4D Humans,2:00pm,3:30pm,PDT,Room 403 A,"[{""name"": ""Minhyuk Hwang"", ""uid"": ""737204"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=737204"", ""presenting"": true}, {""name"": ""Sangmin Kim"", ""uid"": ""076014"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=076014"", ""presenting"": false}, {""name"": ""Seunguk Do"", ""uid"": ""365193"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=365193"", ""presenting"": false}, {""name"": ""Daneul Kim"", ""uid"": ""176014"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=176014"", ""presenting"": false}, {""name"": ""Jaesik Park"", ""uid"": ""740683"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=740683"", ""presenting"": false}]","[{""id"": ""ptrack380"", ""name"": ""Modeling""}, {""id"": ""ptrack570"", ""name"": ""Full Conference Supporter""}, {""id"": ""ptrack561"", ""name"": ""Full Conference""}]",Tamy Boubekeur,ptrack350; ptrack593; ptrack349; ptrack581; ptrack561; ptrack570; ptrack391; ptrack380; ptrack573,Animation; Simulation; Research & Education; Geometry; Full Conference; Full Conference Supporter; Rendering; Modeling; Artificial Intelligence/Machine Learning,Animation Artificial Intelligence/Machine Learning Geometry Modeling Rendering Simulation,Full Conference Supporter Full Conference
2026-07-22,papers_1751,Conference Paper,1751,2026-07-22T21:20:00Z,2026-07-22T21:30:00Z,2026-07-22T21:20:00Z,2:20pm,2026-07-22T21:30:00Z,2:30pm,PDT,Taming optimization variance in compact neural shading networks,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1751&sess=sess139,full-program_all.program.presentations.papers_1751.presentation,https://s2026.conference-schedule.org/wp-content/plugins/linklings_wp_program/get_cal.php?id=sess139--papers_1751,Benedikt Bitterli; Petrik Clarberg; Chris Cummings; Aaron Lefohn; Steve Marschner; Jan Novák; Fabrice Rousselle; Andrea Weidlich; Tizian Zeltner,Benedikt Bitterli,Petrik Clarberg; Chris Cummings; Aaron Lefohn; Steve Marschner; Jan Novák; Fabrice Rousselle; Andrea Weidlich; Tizian Zeltner,Artificial Intelligence/Machine Learning; Modeling; Real-Time; Rendering; Full Conference Supporter; Full Conference,Artificial Intelligence/Machine Learning Modeling Real-Time Rendering,Full Conference Supporter Full Conference,Full%20Schedule%20-%20SIGGRAPH%202026%20Conference%20Schedule_files/mSNKqApP4nf9fd1Q_gj9f.jpg,sess139,2026-07-22T21:00:00Z,2026-07-22T22:30:00Z,sstype132,Technical Papers,room103,Technical Paper,"Technical Paper Shading, Relighting and Volumes",2:00pm,3:30pm,PDT,Room 408 A,"[{""name"": ""Benedikt Bitterli"", ""uid"": ""395243"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=395243"", ""presenting"": true}, {""name"": ""Petrik Clarberg"", ""uid"": ""448343"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=448343"", ""presenting"": false}, {""name"": ""Chris Cummings"", ""uid"": ""8243600702562367119"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=8243600702562367119"", ""presenting"": false}, {""name"": ""Aaron Lefohn"", ""uid"": ""910443"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=910443"", ""presenting"": false}, {""name"": ""Steve Marschner"", ""uid"": ""021143"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=021143"", ""presenting"": false}, {""name"": ""Jan Novák"", ""uid"": ""562143"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=562143"", ""presenting"": false}, {""name"": ""Fabrice Rousselle"", ""uid"": ""995253"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=995253"", ""presenting"": false}, {""name"": ""Andrea Weidlich"", ""uid"": ""297843"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=297843"", ""presenting"": false}, {""name"": ""Tizian Zeltner"", ""uid"": ""880943"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=880943"", ""presenting"": false}]","[{""id"": ""ptrack573"", ""name"": ""Artificial Intelligence/Machine Learning""}, {""id"": ""ptrack380"", ""name"": ""Modeling""}, {""id"": ""ptrack591"", ""name"": ""Real-Time""}, {""id"": ""ptrack391"", ""name"": ""Rendering""}, {""id"": ""ptrack570"", ""name"": ""Full Conference Supporter""}, {""id"": ""ptrack561"", ""name"": ""Full Conference""}]",Yang Zhou,ptrack586; ptrack591; ptrack349; ptrack561; ptrack570; ptrack391; ptrack380; ptrack573,Lighting; Real-Time; Research & Education; Full Conference; Full Conference Supporter; Rendering; Modeling; Artificial Intelligence/Machine Learning,Artificial Intelligence/Machine Learning Lighting Modeling Real-Time Rendering,Full Conference Supporter Full Conference
2026-07-22,papers_324,Conference Paper,324,2026-07-22T21:20:00Z,2026-07-22T21:30:00Z,2026-07-22T21:20:00Z,2:20pm,2026-07-22T21:30:00Z,2:30pm,PDT,ATGS: Anchored Temporal Gaussian Splatting for Long Volumetric Video Representation,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_324&sess=sess111,full-program_all.program.presentations.papers_324.presentation,https://s2026.conference-schedule.org/wp-content/plugins/linklings_wp_program/get_cal.php?id=sess111--papers_324,Jiahao Wu; Jie Liang; Die Hu; Jiayu Yang; Kaiqiang Xiong; Xiang Li; Xiaoyun Zheng; Chao Wang; Ronggang Wang,Jiahao Wu,Jie Liang; Die Hu; Jiayu Yang; Kaiqiang Xiong; Xiang Li; Xiaoyun Zheng; Chao Wang; Ronggang Wang,Modeling; Rendering; Full Conference Supporter; Full Conference,Modeling Rendering,Full Conference Supporter Full Conference,Full%20Schedule%20-%20SIGGRAPH%202026%20Conference%20Schedule_files/jYJkagoQbmbgy6eA_gj9f.jpg,sess111,2026-07-22T21:00:00Z,2026-07-22T22:30:00Z,sstype132,Technical Papers,room101,Technical Paper,Technical Paper 4D Humans,2:00pm,3:30pm,PDT,Room 403 A,"[{""name"": ""Jiahao Wu"", ""uid"": ""182904"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=182904"", ""presenting"": true}, {""name"": ""Jie Liang"", ""uid"": ""784904"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=784904"", ""presenting"": false}, {""name"": ""Die Hu"", ""uid"": ""194904"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=194904"", ""presenting"": false}, {""name"": ""Jiayu Yang"", ""uid"": ""294904"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=294904"", ""presenting"": false}, {""name"": ""Kaiqiang Xiong"", ""uid"": ""542114"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=542114"", ""presenting"": false}, {""name"": ""Xiang Li"", ""uid"": ""546904"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=546904"", ""presenting"": false}, {""name"": ""Xiaoyun Zheng"", ""uid"": ""244114"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=244114"", ""presenting"": false}, {""name"": ""Chao Wang"", ""uid"": ""429463"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=429463"", ""presenting"": false}, {""name"": ""Ronggang Wang"", ""uid"": ""695193"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=695193"", ""presenting"": false}]","[{""id"": ""ptrack380"", ""name"": ""Modeling""}, {""id"": ""ptrack391"", ""name"": ""Rendering""}, {""id"": ""ptrack570"", ""name"": ""Full Conference Supporter""}, {""id"": ""ptrack561"", ""name"": ""Full Conference""}]",Tamy Boubekeur,ptrack350; ptrack593; ptrack349; ptrack581; ptrack561; ptrack570; ptrack391; ptrack380; ptrack573,Animation; Simulation; Research & Education; Geometry; Full Conference; Full Conference Supporter; Rendering; Modeling; Artificial Intelligence/Machine Learning,Animation Artificial Intelligence/Machine Learning Geometry Modeling Rendering Simulation,Full Conference Supporter Full Conference
2026-07-22,papers_446,Conference Paper,446,2026-07-22T21:20:00Z,2026-07-22T21:30:00Z,2026-07-22T21:20:00Z,2:20pm,2026-07-22T21:30:00Z,2:30pm,PDT,Schrödinger Bridges on Discretized Geometric Domains,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_446&sess=sess184,full-program_all.program.presentations.papers_446.presentation,https://s2026.conference-schedule.org/wp-content/plugins/linklings_wp_program/get_cal.php?id=sess184--papers_446,Leticia Mattos Da Silva; Mohammad Sina Nabizadeh; Justin Solomon,Leticia Mattos Da Silva,Mohammad Sina Nabizadeh; Justin Solomon,Geometry; Modeling; Full Conference Supporter; Full Conference,Geometry Modeling,Full Conference Supporter Full Conference,Full%20Schedule%20-%20SIGGRAPH%202026%20Conference%20Schedule_files/ygWMTXRYJNQBaTHH_gj9f.jpg,sess184,2026-07-22T21:00:00Z,2026-07-22T22:30:00Z,sstype132,Technical Papers,room102,Technical Paper,Technical Paper Differentiable Geometry Processing & Flow Maps,2:00pm,3:30pm,PDT,Room 403 B,"[{""name"": ""Leticia Mattos Da Silva"", ""uid"": ""551283"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=551283"", ""presenting"": true}, {""name"": ""Mohammad Sina Nabizadeh"", ""uid"": ""694463"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=694463"", ""presenting"": false}, {""name"": ""Justin Solomon"", ""uid"": ""384243"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=384243"", ""presenting"": false}]","[{""id"": ""ptrack581"", ""name"": ""Geometry""}, {""id"": ""ptrack380"", ""name"": ""Modeling""}, {""id"": ""ptrack570"", ""name"": ""Full Conference Supporter""}, {""id"": ""ptrack561"", ""name"": ""Full Conference""}]",Nicholas Sharp,ptrack581; ptrack561; ptrack570; ptrack380; ptrack349; ptrack573,Geometry; Full Conference; Full Conference Supporter; Modeling; Research & Education; Artificial Intelligence/Machine Learning,Artificial Intelligence/Machine Learning Geometry Modeling,Full Conference Supporter Full Conference
2026-07-22,papers_631,Conference Paper,631,2026-07-22T21:20:00Z,2026-07-22T21:30:00Z,2026-07-22T21:20:00Z,2:20pm,2026-07-22T21:30:00Z,2:30pm,PDT,EasyVFX: Frequency-Driven Decoupling for Resource-Efficient VFX Generation,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_631&sess=sess145,full-program_all.program.presentations.papers_631.presentation,https://s2026.conference-schedule.org/wp-content/plugins/linklings_wp_program/get_cal.php?id=sess145--papers_631,Yue Ma; Xu Ye; Qinghe Wang; Yucheng Wang; Hongyu Liu; Yinhan Zhang; Xinyu Wang; Yuanpeng Chen; Shanhui Mo; Paul Liang; Fangneng Zhan; Qifeng Chen,Yue Ma,Xu Ye; Qinghe Wang; Yucheng Wang; Hongyu Liu; Yinhan Zhang; Xinyu Wang; Yuanpeng Chen; Shanhui Mo; Paul Liang; Fangneng Zhan; Qifeng Chen,Generative AI; Full Conference Supporter; Full Conference,Generative AI,Full Conference Supporter Full Conference,Full%20Schedule%20-%20SIGGRAPH%202026%20Conference%20Schedule_files/p7v3VAJbNFnjqrkP_gj9f.jpg,sess145,2026-07-22T21:00:00Z,2026-07-22T22:30:00Z,sstype132,Technical Papers,room104,Technical Paper,Technical Paper Film/VFX Production,2:00pm,3:30pm,PDT,Room 408 B,"[{""name"": ""Yue Ma"", ""uid"": ""538093"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=538093"", ""presenting"": true}, {""name"": ""Xu Ye"", ""uid"": ""370014"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=370014"", ""presenting"": false}, {""name"": ""Qinghe Wang"", ""uid"": ""051793"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=051793"", ""presenting"": false}, {""name"": ""Yucheng Wang"", ""uid"": ""976893"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=976893"", ""presenting"": false}, {""name"": ""Hongyu Liu"", ""uid"": ""644763"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=644763"", ""presenting"": false}, {""name"": ""Yinhan Zhang"", ""uid"": ""691893"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=691893"", ""presenting"": false}, {""name"": ""Xinyu Wang"", ""uid"": ""470014"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=470014"", ""presenting"": false}, {""name"": ""Yuanpeng Chen"", ""uid"": ""570014"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=570014"", ""presenting"": false}, {""name"": ""Shanhui Mo"", ""uid"": ""670014"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=670014"", ""presenting"": false}, {""name"": ""Paul Liang"", ""uid"": ""599993"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=599993"", ""presenting"": false}, {""name"": ""Fangneng Zhan"", ""uid"": ""913893"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=913893"", ""presenting"": false}, {""name"": ""Qifeng Chen"", ""uid"": ""800353"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=800353"", ""presenting"": false}]","[{""id"": ""ptrack370"", ""name"": ""Generative AI""}, {""id"": ""ptrack570"", ""name"": ""Full Conference Supporter""}, {""id"": ""ptrack561"", ""name"": ""Full Conference""}]",Or Patashnik,ptrack561; ptrack370; ptrack573; ptrack570; ptrack349; ptrack586,Full Conference; Generative AI; Artificial Intelligence/Machine Learning; Full Conference Supporter; Research & Education; Lighting,Artificial Intelligence/Machine Learning Generative AI Lighting,Full Conference Supporter Full Conference
2026-07-22,papers_1012,Conference Paper,1012,2026-07-22T21:30:00Z,2026-07-22T21:40:00Z,2026-07-22T21:30:00Z,2:30pm,2026-07-22T21:40:00Z,2:40pm,PDT,VFAvatar: Feed-Forward 3D Avatar Reconstruction from Casual Image Collections,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1012&sess=sess111,full-program_all.program.presentations.papers_1012.presentation,https://s2026.conference-schedule.org/wp-content/plugins/linklings_wp_program/get_cal.php?id=sess111--papers_1012,Shuo Huang; Zixuan Wang; Xiaoyu Qin; Shikun Sun; Jiayi Li; Jia Jia,Jiayi Li,Shuo Huang; Zixuan Wang; Xiaoyu Qin; Shikun Sun; Jia Jia,Artificial Intelligence/Machine Learning; Geometry; Modeling; Full Conference Supporter; Full Conference,Artificial Intelligence/Machine Learning Geometry Modeling,Full Conference Supporter Full Conference,Full%20Schedule%20-%20SIGGRAPH%202026%20Conference%20Schedule_files/C6abCLRoitVUx6Q7_gj9f.jpg,sess111,2026-07-22T21:00:00Z,2026-07-22T22:30:00Z,sstype132,Technical Papers,room101,Technical Paper,Technical Paper 4D Humans,2:00pm,3:30pm,PDT,Room 403 A,"[{""name"": ""Shuo Huang"", ""uid"": ""659904"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=659904"", ""presenting"": false}, {""name"": ""Zixuan Wang"", ""uid"": ""376204"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=376204"", ""presenting"": false}, {""name"": ""Xiaoyu Qin"", ""uid"": ""295293"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=295293"", ""presenting"": false}, {""name"": ""Shikun Sun"", ""uid"": ""987014"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=987014"", ""presenting"": false}, {""name"": ""Jiayi Li"", ""uid"": ""097014"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=097014"", ""presenting"": true}, {""name"": ""Jia Jia"", ""uid"": ""197014"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=197014"", ""presenting"": false}]","[{""id"": ""ptrack573"", ""name"": ""Artificial Intelligence/Machine Learning""}, {""id"": ""ptrack581"", ""name"": ""Geometry""}, {""id"": ""ptrack380"", ""name"": ""Modeling""}, {""id"": ""ptrack570"", ""name"": ""Full Conference Supporter""}, {""id"": ""ptrack561"", ""name"": ""Full Conference""}]",Tamy Boubekeur,ptrack350; ptrack593; ptrack349; ptrack581; ptrack561; ptrack570; ptrack391; ptrack380; ptrack573,Animation; Simulation; Research & Education; Geometry; Full Conference; Full Conference Supporter; Rendering; Modeling; Artificial Intelligence/Machine Learning,Animation Artificial Intelligence/Machine Learning Geometry Modeling Rendering Simulation,Full Conference Supporter Full Conference
2026-07-22,papers_1066,Conference Paper,1066,2026-07-22T21:30:00Z,2026-07-22T21:40:00Z,2026-07-22T21:30:00Z,2:30pm,2026-07-22T21:40:00Z,2:40pm,PDT,Multi-feature Radiance Baking Neural Networks for Instant Volumetric Rendering,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1066&sess=sess139,full-program_all.program.presentations.papers_1066.presentation,https://s2026.conference-schedule.org/wp-content/plugins/linklings_wp_program/get_cal.php?id=sess139--papers_1066,Jiaming Liang; Hongliang Yuan; Meng Gai; Guoping Wang; Sheng Li,Jiaming Liang,Hongliang Yuan; Meng Gai; Guoping Wang; Sheng Li,Real-Time; Rendering; Full Conference Supporter; Full Conference,Real-Time Rendering,Full Conference Supporter Full Conference,Full%20Schedule%20-%20SIGGRAPH%202026%20Conference%20Schedule_files/gU6ihgVqGTezHCSH_gj9f.jpg,sess139,2026-07-22T21:00:00Z,2026-07-22T22:30:00Z,sstype132,Technical Papers,room103,Technical Paper,"Technical Paper Shading, Relighting and Volumes",2:00pm,3:30pm,PDT,Room 408 A,"[{""name"": ""Jiaming Liang"", ""uid"": ""575873"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=575873"", ""presenting"": true}, {""name"": ""Hongliang Yuan"", ""uid"": ""636463"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=636463"", ""presenting"": false}, {""name"": ""Meng Gai"", ""uid"": ""512893"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=512893"", ""presenting"": false}, {""name"": ""Guoping Wang"", ""uid"": ""568243"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=568243"", ""presenting"": false}, {""name"": ""Sheng Li"", ""uid"": ""028243"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=028243"", ""presenting"": false}]","[{""id"": ""ptrack591"", ""name"": ""Real-Time""}, {""id"": ""ptrack391"", ""name"": ""Rendering""}, {""id"": ""ptrack570"", ""name"": ""Full Conference Supporter""}, {""id"": ""ptrack561"", ""name"": ""Full Conference""}]",Yang Zhou,ptrack586; ptrack591; ptrack349; ptrack561; ptrack570; ptrack391; ptrack380; ptrack573,Lighting; Real-Time; Research & Education; Full Conference; Full Conference Supporter; Rendering; Modeling; Artificial Intelligence/Machine Learning,Artificial Intelligence/Machine Learning Lighting Modeling Real-Time Rendering,Full Conference Supporter Full Conference
2026-07-22,papers_681,Conference Paper,681,2026-07-22T21:30:00Z,2026-07-22T21:40:00Z,2026-07-22T21:30:00Z,2:30pm,2026-07-22T21:40:00Z,2:40pm,PDT,Explicit flows for implicit surfaces,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_681&sess=sess184,full-program_all.program.presentations.papers_681.presentation,https://s2026.conference-schedule.org/wp-content/plugins/linklings_wp_program/get_cal.php?id=sess184--papers_681,Camille Buonomo; Julie Digne; Raphaëlle Chaine,Camille Buonomo,Julie Digne; Raphaëlle Chaine,Artificial Intelligence/Machine Learning; Geometry; Modeling; Full Conference Supporter; Full Conference,Artificial Intelligence/Machine Learning Geometry Modeling,Full Conference Supporter Full Conference,Full%20Schedule%20-%20SIGGRAPH%202026%20Conference%20Schedule_files/u19Rs7aNRjZByDuD_gj9f.jpg,sess184,2026-07-22T21:00:00Z,2026-07-22T22:30:00Z,sstype132,Technical Papers,room102,Technical Paper,Technical Paper Differentiable Geometry Processing & Flow Maps,2:00pm,3:30pm,PDT,Room 403 B,"[{""name"": ""Camille Buonomo"", ""uid"": ""881014"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=881014"", ""presenting"": true}, {""name"": ""Julie Digne"", ""uid"": ""063143"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=063143"", ""presenting"": false}, {""name"": ""Raphaëlle Chaine"", ""uid"": ""584443"", ""url"": ""https://s2026.conference-schedule.org/?post_type=page&p=14&uid=584443"", ""presenting"": false}]","[{""id"": ""ptrack573"", ""name"": ""Artificial Intelligence/Machine Learning""}, {""id"": ""ptrack581"", ""name"": ""Geometry""}, {""id"": ""ptrack380"", ""name"": ""Modeling""}, {""id"": ""ptrack570"", ""name"": ""Full Conference Supporter""}, {""id"": ""ptrack561"", ""name"": ""Full Conference""}]",Nicholas Sharp,ptrack581; ptrack561; ptrack570; ptrack380; ptrack349; ptrack573,Geometry; Full Conference; Full Conference Supporter; Modeling; Research & Education; Artificial Intelligence/Machine Learning,Artificial Intelligence/Machine Learning Geometry Modeling,Full Conference Supporter Full Conference
